TYPE	text	text	text	integer	text	float	float	text	integer	text	text	integer	integer	integer	integer	float	float	float	float	float	float	text	text	text	text	text	text	text	text	text	text	integer	integer	integer
FEPARAMS	Protocol_Name	Protocol_date	Scan_ScannerName	Scan_NumChannels	Scan_Date	Scan_MicronsPerPixelX	Scan_MicronsPerPixelY	Scan_OriginalGUID	Scan_NumScanPass	Grid_Name	Grid_Date	Grid_NumSubGridRows	Grid_NumSubGridCols	Grid_NumRows	Grid_NumCols	Grid_RowSpacing	Grid_ColSpacing	Grid_OffsetX	Grid_OffsetY	Grid_NomSpotWidth	Grid_NomSpotHeight	Grid_GenomicBuild	FeatureExtractor_Barcode	FeatureExtractor_ScanFileName	FeatureExtractor_ArrayName	FeatureExtractor_ScanFileGUID	FeatureExtractor_DesignFileName	FeatureExtractor_ExtractionTime	FeatureExtractor_UserName	FeatureExtractor_ComputerName	FeatureExtractor_Version	FeatureExtractor_IsXDRExtraction	FeatureExtractor_ColorMode	FeatureExtractor_QCReportType
DATA	ChIP-v1_10_Apr08 (Read Only)	16-Apr-08 15:54	Agilent Technologies Scanner G2505C US80903207	2	08-06-2008 09:58:25	5	5	e9460e0f-2589-4eaa-8e44-36df065f4cb0	1	019183_D_F_20080125	25-Jan-2008 00:00	1	1	534	456	73.3235	63.5	0	36.6617	65	65	dm2:BDGPrel4:Apr2004	251918310061	D:\Incoming Images\\US80903207_251918310061_S01.tif	US80903207_251918310061_S01	366e1143-37be-44e3-8968-90130fe9bcac	019183_D_F_20080125.xml	06-Aug-2008 11:11:20	Administrator	DATASYSTEM01	10.1.1.1	0	1	1
*
TYPE	float	float	float	integer	integer	float	float	float	integer	integer	float	float	integer	float	float	float	integer	float	float	integer	integer	float	float	float	integer	float	float	integer	integer	integer	integer	integer	float	float	float	integer	integer	integer	integer	integer	float	float	float	integer	float	float	float	float	float	float	float	integer	integer	float	float	integer	integer	float	float	float	float	float	float	float	float	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	integer	float	float	float	float	float	float	float	integer	float	float	float	integer	float	float	float	float	float	integer	integer	integer	integer	float	float	float	float	integer	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	float	integer	integer	integer	float	float	integer	integer	float	float	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean	float	boolean
STATS	gDarkOffsetAverage	gDarkOffsetMedian	gDarkOffsetStdDev	gDarkOffsetNumPts	gSaturationValue	rDarkOffsetAverage	rDarkOffsetMedian	rDarkOffsetStdDev	rDarkOffsetNumPts	rSaturationValue	gAvgSig2BkgNegCtrl	rAvgSig2BkgNegCtrl	gNumSatFeat	gLocalBGInlierNetAve	gLocalBGInlierAve	gLocalBGInlierSDev	gLocalBGInlierNum	gGlobalBGInlierAve	gGlobalBGInlierSDev	gGlobalBGInlierNum	rNumSatFeat	rLocalBGInlierNetAve	rLocalBGInlierAve	rLocalBGInlierSDev	rLocalBGInlierNum	rGlobalBGInlierAve	rGlobalBGInlierSDev	rGlobalBGInlierNum	gNumFeatureNonUnifOL	gNumPopnOL	gNumNonUnifBGOL	gNumPopnBGOL	gOffsetUsed	gGlobalFeatInlierAve	gGlobalFeatInlierSDev	gGlobalFeatInlierNum	rNumFeatureNonUnifOL	rNumPopnOL	rNumNonUnifBGOL	rNumPopnBGOL	rOffsetUsed	rGlobalFeatInlierAve	rGlobalFeatInlierSDev	rGlobalFeatInlierNum	AllColorPrcntSat	AnyColorPrcntSat	AnyColorPrcntFeatNonUnifOL	AnyColorPrcntBGNonUnifOL	AnyColorPrcntFeatPopnOL	AnyColorPrcntBGPopnOL	TotalPrcntFeatOL	gNumNegBGSubFeat	gNonCtrlNumNegFeatBGSubSig	gLinearDyeNormFactor	gRMSLowessDNF	rNumNegBGSubFeat	rNonCtrlNumNegFeatBGSubSig	rLinearDyeNormFactor	rRMSLowessDNF	gSpatialDetrendRMSFit	gSpatialDetrendRMSFilteredMinusFit	gSpatialDetrendSurfaceArea	gSpatialDetrendVolume	gSpatialDetrendAveFit	rSpatialDetrendRMSFit	rSpatialDetrendRMSFilteredMinusFit	rSpatialDetrendSurfaceArea	rSpatialDetrendVolume	rSpatialDetrendAveFit	gNonCtrlNumSatFeat	gNonCtrl99PrcntNetSig	gNonCtrl50PrcntNetSig	gNonCtrl1PrcntNetSig	gNonCtrlMedPrcntCVBGSubSig	rNonCtrlNumSatFeat	rNonCtrl99PrcntNetSig	rNonCtrl50PrcntNetSig	rNonCtrl1PrcntNetSig	rNonCtrlMedPrcntCVBGSubSig	gNegCtrlNumInliers	gNegCtrlAveNetSig	gNegCtrlSDevNetSig	gNegCtrlAveBGSubSig	gNegCtrlSDevBGSubSig	rNegCtrlNumInliers	rNegCtrlAveNetSig	rNegCtrlSDevNetSig	rNegCtrlAveBGSubSig	rNegCtrlSDevBGSubSig	gAveNumPixOLLo	gAveNumPixOLHi	gPixCVofHighSignalFeat	gNumHighSignalFeat	rAveNumPixOLLo	rAveNumPixOLHi	rPixCVofHighSignalFeat	rNumHighSignalFeat	NonCtrlAbsAveLogRatio	NonCtrlSDevLogRatio	NonCtrlSNRLogRatio	AddErrorEstimateGreen	AddErrorEstimateRed	TotalNumFeatures	NonCtrlNumUpReg	NonCtrlNumDownReg	NumIsNorm	ROIHeight	ROIWidth	CentroidDiffX	CentroidDiffY	NumFoundFeat	MaxNonUnifEdges	MaxSpotNotFoundEdges	gMultDetrendRMSFit	rMultDetrendRMSFit	gMultDetrendSurfaceAverage	rMultDetrendSurfaceAverage	DerivativeOfLogRatioSD	gNonCtrl50PrcntBGSubSig	rNonCtrl50PrcntBGSubSig	gMedPrcntCVProcSignal	rMedPrcntCVProcSignal	geQCMedPrcntCVProcSignal	reQCMedPrcntCVProcSignal	gOutlierFlagger_Auto_FeatB_Term	rOutlierFlagger_Auto_FeatB_Term	gOutlierFlagger_Auto_FeatC_Term	rOutlierFlagger_Auto_FeatC_Term	gOutlierFlagger_Auto_BgndB_Term	rOutlierFlagger_Auto_BgndB_Term	gOutlierFlagger_Auto_BgndC_Term	rOutlierFlagger_Auto_BgndC_Term	OutlierFlagger_FeatChiSq	OutlierFlagger_BgndChiSq	GriddingStatus	NumGeneNonUnifOL	TotalNumberOfReplicatedGenes	gPercentileIntensityProcessedSignal	rPercentileIntensityProcessedSignal	gNonCtrlNumWellAboveBG	rNonCtrlNumWellAboveBG	gNegCtrlSpread	rNegCtrlSpread	Metric_AnyColorPrcntFeatNonUnifOL	Metric_AnyColorPrcntFeatNonUnifOL_IsInRange	Metric_BGNoiseGreen	Metric_BGNoiseGreen_IsInRange	Metric_BGNoiseRed	Metric_BGNoiseRed_IsInRange	Metric_DLRSpread	Metric_DLRSpread_IsInRange	Metric_ReproducibilityGreen_BGSubSig	Metric_ReproducibilityGreen_BGSubSig_IsInRange	Metric_ReproducibilityGreen_ProcSig	Metric_ReproducibilityGreen_ProcSig_IsInRange	Metric_ReproducibilityRed_BGSubSig	Metric_ReproducibilityRed_BGSubSig_IsInRange	Metric_ReproducibilityRed_ProcSig	Metric_ReproducibilityRed_ProcSig_IsInRange	Metric_SignalIntensityGreen	Metric_SignalIntensityGreen_IsInRange	Metric_SignalIntensityRed	Metric_SignalIntensityRed_IsInRange	Metric_SignalToNoiseGreen	Metric_SignalToNoiseGreen_IsInRange	Metric_SignalToNoiseRed	Metric_SignalToNoiseRed_IsInRange
DATA	3.99714	3.99714	1.53403	1048576	65531	3.7438	3.7438	1.38851	1048576	65531	2.78811	1.32412	6	10.772	14.7692	1.00563	240793	14.7692	1.00563	240793	93	43.3286	47.0724	2.91927	240346	47.0724	2.91927	240346	37	74	2	2644	3.99714	1637.73	1624.19	243328	72	53	2	3091	3.7438	2680.78	5880.52	243313	0	0.0406676	0.0345058	0.000821568	0.0402568	2.33407	0.0327876	721	3	0.972504	0	694	7	1.35927	0	0.788151	3.81733	1.00011	1.3935	29.7884	1.55298	5.4195	1.00066	3.12968	54.0874	0	5581.08	1294.76	213.034	-1	62	30766.4	987.551	97.7331	-1	1199	27.7571	6.63911	1.9457	6.6142	1197	53.036	9.21977	2.77348	9.32765	0.54564	0.583021	0.122925	181389	0.283683	0.793745	0.129373	89616	0	0	0	6.43234	12.6788	243437	81030	73136	48055	4.38314	7.6188	0.879442	1.42742	243100	0	0.00374532	0.136191	0.117965	1266.79	997.269	0.391146	1268.94	937.156	-1	-1	0	0	138.607	256	50.0802	182.36	42.1154	134.478	16.8214	124.82	1.95491	2.67408	0	78	237895	1939.73	2929.55	237867	235572	20.0714	29.7339	0.03451	1	6.6142	1	9.32765	1	0.39115	1	-0.01	1	-0.01	1	-0.01	1	-0.01	1	1268.94	1	937.156	1	191.851	1	100.471	1
*
TYPE	integer	integer	integer	integer	integer	text	text	float	float	float	float	float	float	float	float	float	float	float	float	float	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	boolean	float	float	boolean	boolean	boolean	boolean	float	float	float
FEATURES	FeatureNum	Row	Col	SubTypeMask	ControlType	ProbeName	SystematicName	LogRatio	LogRatioError	PValueLogRatio	gProcessedSignal	rProcessedSignal	gProcessedSigError	rProcessedSigError	gMedianSignal	rMedianSignal	gBGMedianSignal	rBGMedianSignal	gBGPixSDev	rBGPixSDev	gIsSaturated	rIsSaturated	gIsFeatNonUnifOL	rIsFeatNonUnifOL	gIsBGNonUnifOL	rIsBGNonUnifOL	gIsFeatPopnOL	rIsFeatPopnOL	gIsBGPopnOL	rIsBGPopnOL	IsManualFlag	gBGSubSignal	rBGSubSignal	gIsPosAndSignif	rIsPosAndSignif	gIsWellAboveBG	rIsWellAboveBG	SpotExtentX	gBGMeanSignal	rBGMeanSignal
DATA	1	1	1	0	1	DmCGHBrightCorner	DmCGHBrightCorner	-2.592044326e-001	6.584265300e-002	8.260109626e-005	9.915020e+003	5.458699e+003	9.915395e+002	5.461168e+002	7575	3145	14	47	4.502173e+000	1.240301e+001	0	0	0	0	0	0	0	0	0	0	0	7608.25	3101.36	1	1	1	1	54.7002	13.8626	47.3412
DATA	2	1	2	66	1	DarkCorner	DarkCorner	0.000000000e+000	6.706696459e-001	1.000000000e+000	8.534267e+000	1.626142e+001	8.601601e+000	1.638885e+001	30.5	52.5	14	48	4.454728e+000	1.289047e+001	0	0	0	0	0	0	0	0	0	0	0	0.682483	-1.43466	0	0	0	0	55.8519	14.0876	48.0378
DATA	3	1	3	66	1	DarkCorner	DarkCorner	0.000000000e+000	6.707236141e-001	1.000000000e+000	8.515889e+000	1.623287e+001	8.582620e+000	1.636007e+001	30	53	14	47	4.440571e+000	1.253617e+001	0	0	0	0	0	0	0	0	0	0	0	-0.0682143	-0.208082	0	0	0	0	57.5363	14.3274	47.3333
DATA	4	1	4	0	0	A_82_P00403297	chr3R:002925173-002925217	-5.107815062e-002	6.167762052e-002	4.075871250e-001	2.664387e+003	2.368750e+003	2.665763e+002	2.374373e+002	2067	1383	14	49	4.469363e+000	1.344035e+001	0	0	0	0	0	0	0	0	0	0	0	2057.81	1352.94	1	1	1	1	47.5395	14.2442	49.2151
DATA	5	1	5	0	0	A_82_P00539449	chr3R:018429855-018429899	-2.644939363e-001	6.678038648e-002	7.474509086e-005	1.055367e+003	5.739969e+002	1.058821e+002	5.966979e+001	834.5	377	14	49	4.413694e+000	1.383109e+001	0	0	0	0	0	0	0	0	0	0	0	816.881	328.426	1	1	1	1	49.1849	13.5845	49.7534
DATA	6	1	6	0	0	A_82_P00437116	chr3R:006826853-006826912	-2.047531539e-001	7.259405452e-002	4.794553070e-003	2.953912e+002	1.843505e+002	3.074501e+001	2.458962e+001	250	162	14	49	4.320851e+000	1.364737e+001	0	0	0	0	0	0	0	0	0	0	0	229.15	105.672	1	1	1	1	49.5074	13.9863	49.1353
DATA	7	1	7	0	0	A_82_P00485640	chr3R:012330656-012330710	7.656357707e-001	9.378910818e-002	3.257879189e-016	1.413286e+003	8.238836e+003	1.415844e+002	8.240437e+002	1111	4613	14	49	4.412780e+000	1.175698e+001	0	0	0	0	0	0	0	0	0	0	0	1098.84	4731.26	1	1	1	1	50.4627	14.7023	48.9144
DATA	8	1	8	0	0	A_82_P00387609	chr3R:001126012-001126056	3.499969059e-001	6.934997457e-002	4.492219250e-007	1.642781e+003	3.677703e+003	1.644972e+002	3.681274e+002	1316	2167	14	49	4.624506e+000	1.265292e+001	0	0	0	0	0	0	0	0	0	0	0	1280.2	2115.88	1	1	1	1	50.7771	14.2172	49.3699
DATA	9	1	9	0	0	A_82_P00473313	chr3R:010942728-010942783	1.260987869e-002	6.147456793e-002	8.374756345e-001	3.314486e+003	3.412134e+003	3.315568e+002	3.415970e+002	2630.5	2043.5	14	51	4.506564e+000	1.302330e+001	0	0	0	0	0	0	0	0	0	0	0	2588.76	1966.65	1	1	1	1	47.5395	14.2162	51.0056
DATA	10	1	10	0	0	A_82_P00575950	chr3R:022569669-022569716	-2.129678409e-001	6.954777615e-002	2.197309332e-003	3.824498e+002	2.342106e+002	3.916699e+001	2.845074e+001	328	195	14	50	4.428004e+000	1.317210e+001	0	0	0	0	0	0	0	0	0	0	0	299.42	135.252	1	1	1	1	48.8603	13.8794	50.8636
